address,main_price,price_per_m2,area
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099900,97589,83.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 4-й, к432",8099999,97590,83.0
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 18-й, к1823",6600000,193548,34.1
"Москва, ЗелАО, р-н Савёлки, м. Ховрино, Зеленоград, мкр. 3-й, к360",9850000,172203,57.2
"Москва, ЗелАО, р-н Крюково, м. Лобня, Зеленоград, мкр. 14-й, к1401",7400000,187817,39.4
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 15-й, к1519",8750000,166985,52.4
"Москва, ЗелАО, р-н Матушкино, м. Пятницкое шоссе, Зеленоград, мкр. 1-й, к118",17400000,165714,105.0
"Москва, ЗелАО, р-н Матушкино, м. Ховрино, Зеленоград, мкр. 2-й, к200А",8980000,200895,44.7
"Москва, ЗелАО, р-н Крюково, м. Тушинская, Зеленоград, мкр. 14-й, к1423",6900000,172500,40.0
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 16-й, к1649",12400000,154421,80.3
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 14-й, к1471",10950000,145418,75.3
"Москва, ЗелАО, р-н Матушкино, м. Лобня, Зеленоград, мкр. 1-й, к162",6680000,191954,34.8
"Москва, ЗелАО, р-н Савёлки, м. Петровско-Разумовская, Зеленоград, к534",18000000,200000,90.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, мкр. 10-й, к1012",7100000,167059,42.5
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33Ак2",8800000,187633,46.9
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5500000,248869,22.1
"Москва, ЗелАО, р-н Старое Крюково, м. Комсомольская, Зеленоград, мкр. 9-й, к923",9000000,169811,53.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к436",6400000,157635,40.6
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к426",10000000,213675,46.8
"Москва, ЗелАО, р-н Крюково, м. Речной вокзал, Зеленоград, мкр. 20-й, к2014",6100000,195513,31.2
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к5",5700000,280788,20.3
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6600000,247191,26.7
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к4",11100000,163235,68.0
"Москва, ЗелАО, р-н Савёлки, Зеленоград, мкр. 3-й, к338Б",7200000,218182,33.0
"Москва, ЗелАО, р-н Силино, м. Речной вокзал, Зеленоград, к1126",8850000,170192,52.0
"Москва, ЗелАО, р-н Матушкино, Зеленоград, мкр. 4-й, к445",7420000,162719,45.6
"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, проспект Георгиевский, 33к3",6200000,227941,27.2
"Москва, ЗелАО, р-н Крюково, м. Пятницкое шоссе, Зеленоград, мкр. 20-й, к2016",6800000,165854,41.0
